"artist_name","artist_id","album_id","album_type","album_images","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","artists","available_markets","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.532","0.0728","11","-18.113","0","0.164","0.0223","0.796","0.108","0.127","172.814","3zz6iHe7eQX0A0WnDlSYDZ","https://api.spotify.com/v1/audio-analysis/3zz6iHe7eQX0A0WnDlSYDZ","4","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","117930","FALSE","https://api.spotify.com/v1/tracks/3zz6iHe7eQX0A0WnDlSYDZ","FALSE","Intro Choro N.1","https://p.scdn.co/mp3-preview/f27083002842fde1dff6831f79593443ae39d48a?cid=61725eb1a390475697419cfc35df3dd5","1","track","spotify:track:3zz6iHe7eQX0A0WnDlSYDZ","https://open.spotify.com/track/3zz6iHe7eQX0A0WnDlSYDZ","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","B","minor","B minor"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.729","0.394","2","-13.554","1","0.054","0.421","0.699","0.104","0.214","85.98","4QbV4QvVSCoffeElKT1VI7","https://api.spotify.com/v1/audio-analysis/4QbV4QvVSCoffeElKT1VI7","4","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","398943","FALSE","https://api.spotify.com/v1/tracks/4QbV4QvVSCoffeElKT1VI7","FALSE","Choro N. 1","https://p.scdn.co/mp3-preview/0d473161cb7f8af11ecbedb9d26577fa53773612?cid=61725eb1a390475697419cfc35df3dd5","2","track","spotify:track:4QbV4QvVSCoffeElKT1VI7","https://open.spotify.com/track/4QbV4QvVSCoffeElKT1VI7","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","D","major","D major"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.714","0.601","9","-11.345","1","0.106","0.609","0.713","0.101","0.0978","85.937","2ULc3auz1a5tCr8pPuj0r0","https://api.spotify.com/v1/audio-analysis/2ULc3auz1a5tCr8pPuj0r0","4","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","157985","FALSE","https://api.spotify.com/v1/tracks/2ULc3auz1a5tCr8pPuj0r0","FALSE","Improviso Choro N. 1","https://p.scdn.co/mp3-preview/2d94a9e578c6bcc05c8c2aa6e4dd2f30b6eaa7df?cid=61725eb1a390475697419cfc35df3dd5","3","track","spotify:track:2ULc3auz1a5tCr8pPuj0r0","https://open.spotify.com/track/2ULc3auz1a5tCr8pPuj0r0","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","A","major","A major"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.538","0.257","5","-12.797","0","0.114","0.892","0.86","0.113","0.21","109.97","1PrihbMRgUhOTsAmRjWZX1","https://api.spotify.com/v1/audio-analysis/1PrihbMRgUhOTsAmRjWZX1","4","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","124904","FALSE","https://api.spotify.com/v1/tracks/1PrihbMRgUhOTsAmRjWZX1","FALSE","Intro Seraphimu","https://p.scdn.co/mp3-preview/70194f01744769b35a24531b5458badd9dc56103?cid=61725eb1a390475697419cfc35df3dd5","4","track","spotify:track:1PrihbMRgUhOTsAmRjWZX1","https://open.spotify.com/track/1PrihbMRgUhOTsAmRjWZX1","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","F","minor","F minor"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.7","0.75","5","-7.788","1","0.194","0.508","0.85","0.0951","0.769","82.481","21vI5N5YaqB9olpiXURe8K","https://api.spotify.com/v1/audio-analysis/21vI5N5YaqB9olpiXURe8K","3","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","140656","FALSE","https://api.spotify.com/v1/tracks/21vI5N5YaqB9olpiXURe8K","FALSE","Seraphimu","https://p.scdn.co/mp3-preview/3f65214957eec2a1c44e3fdf0d012ff9abc05bbb?cid=61725eb1a390475697419cfc35df3dd5","5","track","spotify:track:21vI5N5YaqB9olpiXURe8K","https://open.spotify.com/track/21vI5N5YaqB9olpiXURe8K","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","F","major","F major"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.484","0.731","2","-10.913","1","0.0444","0.216","0.832","0.0981","0.593","161.849","3zrasTvwmBWhCzvSVLWI33","https://api.spotify.com/v1/audio-analysis/3zrasTvwmBWhCzvSVLWI33","3","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","187644","FALSE","https://api.spotify.com/v1/tracks/3zrasTvwmBWhCzvSVLWI33","FALSE","Improviso Seraphimu","https://p.scdn.co/mp3-preview/4e14bf52696eaa47c0f52845605aeee18ce55503?cid=61725eb1a390475697419cfc35df3dd5","6","track","spotify:track:3zrasTvwmBWhCzvSVLWI33","https://open.spotify.com/track/3zrasTvwmBWhCzvSVLWI33","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","D","major","D major"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.505","0.559","9","-11.903","0","0.118","0.978","0.914","0.122","0.733","159.188","5oT90dnLdk5G3lexD312nn","https://api.spotify.com/v1/audio-analysis/5oT90dnLdk5G3lexD312nn","3","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","115264","FALSE","https://api.spotify.com/v1/tracks/5oT90dnLdk5G3lexD312nn","FALSE","Solo Balafon","https://p.scdn.co/mp3-preview/5cc27a43129fcec4ba4429b84e525a19412fb9fe?cid=61725eb1a390475697419cfc35df3dd5","7","track","spotify:track:5oT90dnLdk5G3lexD312nn","https://open.spotify.com/track/5oT90dnLdk5G3lexD312nn","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","A","minor","A minor"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.66","0.304","1","-19.244","1","0.07","0.209","0.871","0.13","0.118","71.972","1TG70dUe7IkOI21zq8KOmp","https://api.spotify.com/v1/audio-analysis/1TG70dUe7IkOI21zq8KOmp","4","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","103914","FALSE","https://api.spotify.com/v1/tracks/1TG70dUe7IkOI21zq8KOmp","FALSE","Intro Fragmento LÍrico","https://p.scdn.co/mp3-preview/82a5738c3bbac9a04bebb9803014368abaada71f?cid=61725eb1a390475697419cfc35df3dd5","8","track","spotify:track:1TG70dUe7IkOI21zq8KOmp","https://open.spotify.com/track/1TG70dUe7IkOI21zq8KOmp","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","C#","major","C# major"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.581","0.255","0","-16.064","1","0.0433","0.949","0.878","0.223","0.105","143.934","767D9NBhx1T4wufDjikehn","https://api.spotify.com/v1/audio-analysis/767D9NBhx1T4wufDjikehn","4","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","193691","FALSE","https://api.spotify.com/v1/tracks/767D9NBhx1T4wufDjikehn","FALSE","Fragmento LÍrico","https://p.scdn.co/mp3-preview/958958e0a945e8f9018d24fd1e80e09102a3ffe3?cid=61725eb1a390475697419cfc35df3dd5","9","track","spotify:track:767D9NBhx1T4wufDjikehn","https://open.spotify.com/track/767D9NBhx1T4wufDjikehn","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","C","major","C major"
"Gilberto Gil","7oEkUINVIj1Nr3Wnj8tzqr","239OOEPEdHXWpiJ4s8OrBZ","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b273c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00001e02c7396bcb63671325872653db"", ""https://i.scdn.co/image/ab67616d00004851c7396bcb63671325872653db""), width = c(640, 300, 64))","2019-08-06","2019","day","0.774","0.734","4","-9.454","0","0.0412","0.34","0.863","0.145","0.529","143.975","5zc073VzUVeLGeOutPE94Q","https://api.spotify.com/v1/audio-analysis/5zc073VzUVeLGeOutPE94Q","3","list(href = ""https://api.spotify.com/v1/artists/7oEkUINVIj1Nr3Wnj8tzqr"", id = ""7oEkUINVIj1Nr3Wnj8tzqr"", name = ""Gilberto Gil"", type = ""artist"", uri = ""spotify:artist:7oEkUINVIj1Nr3Wnj8tzqr"", external_urls.spotify = ""https://open.spotify.com/artist/7oEkUINVIj1Nr3Wnj8tzqr"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","228477","FALSE","https://api.spotify.com/v1/tracks/5zc073VzUVeLGeOutPE94Q","FALSE","Improviso Fragmento LÍrico","https://p.scdn.co/mp3-preview/d089360bffe9222d39c378e4790a0b5d005b0976?cid=61725eb1a390475697419cfc35df3dd5","10","track","spotify:track:5zc073VzUVeLGeOutPE94Q","https://open.spotify.com/track/5zc073VzUVeLGeOutPE94Q","GIL (Trilha Sonora Original do Espetáculo do Grupo Corpo)","E","minor","E minor"
